hcp_id,first_name,last_name,specialty,segment,territory,city,state,practice_type,account_tenure,opt_out_flag,channel_preference,interaction_count_digital_ad,interaction_count_email,interaction_count_phone_call,interaction_count_rep_visit,interaction_count_webinar,successful_interactions_digital_ad,successful_interactions_email,successful_interactions_phone_call,successful_interactions_rep_visit,successful_interactions_webinar,success_rate_digital_ad,success_rate_email,success_rate_phone_call,success_rate_rep_visit,success_rate_webinar,last_engagement_date_digital_ad,last_engagement_date_email,last_engagement_date_phone_call,last_engagement_date_rep_visit,last_engagement_date_webinar,recency_days_digital_ad,recency_days_email,recency_days_phone_call,recency_days_rep_visit,recency_days_webinar,frequency_score_rep_visit,recency_score_rep_visit,frequency_score_phone_call,recency_score_phone_call,frequency_score_webinar,recency_score_webinar,frequency_score_email,recency_score_email,frequency_score_digital_ad,recency_score_digital_ad,channel_score_rep_visit,channel_score_phone_call,channel_score_webinar,channel_score_email,channel_score_digital_ad,weighted_engagement_score,engagement_rank,engagement_level,recommended_channel,engagement_eligible
119,Pamela,Sanchez,oncology,medium_value,TERR_10,Chicago,IL,cancer_center,2.3,False,Mixed,10.0,6.0,6.0,0.0,2.0,2.0,4.0,0.0,0.0,1.0,0.2,0.6666666666666666,0.0,0.0,0.5,2025-12-30 17:00:00,2025-11-25 10:00:00,2025-12-26 13:00:00,,2025-09-11 14:00:00,3,38,7,,113,0.0,0.0,0.375,0.8108108108108107,0.2,0.2097902097902098,0.35294117647058826,0.4411764705882353,0.625,0.9090909090909091,0.0,0.27466216216216216,0.351958041958042,0.5274509803921569,0.4693181818181818,27.48,301,Medium Engagement,email,True
120,Brooke,Harvey,primary_care,high_value,TERR_47,El Paso,TX,private_practice,0.5,False,Digital-Heavy,4.0,10.0,9.0,6.0,2.0,0.0,2.0,2.0,5.0,0.0,0.0,0.2,0.2222222222222222,0.8333333333333334,0.0,2025-11-24 12:00:00,2025-12-09 16:00:00,2025-11-18 09:00:00,2025-12-22 14:00:00,2025-04-03 17:00:00,39,24,45,11,274,0.35294117647058826,0.7317073170731707,0.5625,0.4,0.2,0.09868421052631579,0.5882352941176471,0.5555555555555556,0.25,0.4347826086956522,0.6688904830224773,0.35986111111111113,0.07973684210526316,0.38758169934640524,0.16195652173913044,37.1,143,Medium Engagement,rep_visit,True
121,Robert,Silva,oncology,high_value,TERR_37,Philadelphia,PA,cancer_center,0.5,False,Digital-Heavy,7.0,6.0,8.0,2.0,3.0,1.0,2.0,2.0,0.0,1.0,0.14285714285714285,0.3333333333333333,0.25,0.0,0.3333333333333333,2025-12-01 15:00:00,2025-12-11 14:00:00,2025-12-26 09:00:00,2025-10-07 10:00:00,2025-08-26 10:00:00,32,22,7,87,129,0.11764705882352941,0.25641025641025644,0.5,0.8108108108108107,0.3,0.18867924528301888,0.35294117647058826,0.5769230769230769,0.4375,0.48387096774193555,0.08657616892911012,0.4371621621621622,0.2944025157232704,0.3879336349924585,0.29945276497695855,27.54,300,Medium Engagement,phone_call,True
122,Alexandra,Donovan,endocrinology,medium_value,TERR_45,Philadelphia,PA,clinic,4.4,False,Mixed,7.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,2025-12-11 16:00:00,2025-12-24 16:00:00,2025-09-30 16:00:00,2025-11-27 17:00:00,2025-05-08 08:00:00,22,9,94,36,239,0.058823529411764705,0.45454545454545453,0.25,0.24193548387096778,0.4,0.11152416356877323,0.23529411764705882,0.7692307692307692,0.4375,0.5769230769230769,0.10855614973262032,0.12338709677419356,0.14230483271375466,0.3494343891402715,0.2466346153846154,17.51,452,Low Engagement,email,True
123,James,Moran,dermatology,high_value,TERR_48,Houston,TX,hospital,3.3,False,Digital-Heavy,2.0,6.0,8.0,6.0,3.0,0.0,0.0,4.0,5.0,2.0,0.0,0.0,0.5,0.8333333333333334,0.6666666666666666,2025-04-10 15:00:00,2025-08-21 16:00:00,2025-12-24 11:00:00,2025-11-13 14:00:00,2025-05-23 17:00:00,267,134,9,50,224,0.35294117647058826,0.37499999999999994,0.5,0.7692307692307692,0.3,0.11811023622047244,0.35294117647058826,0.18292682926829268,0.125,0.10101010101010101,0.5975490196078431,0.5538461538461539,0.44695538057742784,0.142467718794835,0.0577020202020202,40.95,77,High Engagement,rep_visit,True
124,John,Foster,cardiology,medium_value,TERR_24,Dallas,TX,private_practice,0.5,False,In-Person-Heavy,2.0,0.0,7.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,2025-03-18 10:00:00,,2025-12-04 14:00:00,,2025-10-13 16:00:00,290,,29,,81,0.0,0.0,0.4375,0.5084745762711864,0.2,0.27027027027027023,0.0,0.0,0.125,0.09375,0.0,0.5186592009685229,0.11405405405405405,0.0,0.05625,13.5,478,Low Engagement,phone_call,True
125,Emily,Evans,cardiology,high_value,TERR_04,Charlotte,NC,hospital,3.4,False,Mixed,1.0,3.0,11.0,13.0,5.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.18181818181818182,0.6923076923076923,0.0,2025-04-09 12:00:00,2025-11-07 17:00:00,2025-12-10 09:00:00,2025-12-22 09:00:00,2025-11-10 14:00:00,268,56,23,11,53,0.7647058823529411,0.7317073170731707,0.6875,0.5660377358490566,0.5,0.3614457831325301,0.17647058823529413,0.3488372093023256,0.0625,0.10067114093959731,0.7219070742743626,0.41036663807890217,0.222289156626506,0.12270861833105334,0.038884228187919465,36.73,153,Medium Engagement,rep_visit,True
126,Leslie,Walton,primary_care,high_value,TERR_02,Charlotte,NC,private_practice,1.1,False,In-Person-Heavy,2.0,9.0,7.0,3.0,5.0,0.0,1.0,2.0,0.0,3.0,0.0,0.1111111111111111,0.2857142857142857,0.0,0.6,2025-10-16 16:00:00,2025-10-22 16:00:00,2026-01-02 14:00:00,2025-09-02 12:00:00,2025-08-07 17:00:00,78,72,0,122,148,0.17647058823529413,0.19736842105263158,0.4375,1.0,0.5,0.16853932584269662,0.5294117647058824,0.29411764705882354,0.125,0.2777777777777778,0.09241486068111456,0.4741071428571429,0.48370786516853925,0.27320261437908494,0.09305555555555556,27.42,303,Medium Engagement,webinar,True
127,Charles,Ellis,cardiology,low_value,TERR_04,Denver,CO,hospital,1.8,False,In-Person-Heavy,6.0,6.0,2.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.6666666666666666,0.5,0.0,0.0,2025-11-07 11:00:00,2025-09-25 09:00:00,2025-12-10 10:00:00,,2025-04-21 13:00:00,56,99,23,,256,0.0,0.0,0.125,0.5660377358490566,0.1,0.1048951048951049,0.35294117647058826,0.23255813953488372,0.375,0.3488372093023256,0.0,0.4007075471698113,0.050979020979020975,0.4857273141814865,0.18226744186046512,19.05,433,Low Engagement,email,True
128,Yolanda,Ferrell,endocrinology,low_value,TERR_47,New York,NY,clinic,3.7,False,Digital-Heavy,3.0,13.0,3.0,1.0,8.0,0.0,1.0,1.0,0.0,6.0,0.0,0.07692307692307693,0.3333333333333333,0.0,0.75,2025-10-20 08:00:00,2025-12-17 09:00:00,2025-12-12 13:00:00,2025-10-02 17:00:00,2025-08-15 15:00:00,74,16,21,92,140,0.058823529411764705,0.24590163934426232,0.1875,0.5882352941176471,0.8,0.1764705882352941,0.7647058823529411,0.6521739130434783,0.1875,0.28846153846153844,0.06682738669238188,0.3405637254901961,0.6502941176470588,0.3983080857761164,0.11394230769230768,29.51,265,Medium Engagement,webinar,True
129,Charles,Lewis,oncology,high_value,TERR_13,Miami,FL,cancer_center,6.0,False,Digital-Heavy,0.0,3.0,9.0,13.0,2.0,0.0,2.0,3.0,7.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.5384615384615384,0.0,,2025-08-29 17:00:00,2025-12-25 15:00:00,2025-11-04 08:00:00,2025-12-09 09:00:00,,126,8,59,24,0.7647058823529411,0.33707865168539325,0.5625,0.7894736842105263,0.2,0.5555555555555556,0.17647058823529413,0.1923076923076923,0.0,0.0,0.5660582642737302,0.4933114035087719,0.1711111111111111,0.42473604826545996,0.0,36.64,155,Medium Engagement,rep_visit,True
130,Joseph,Mahoney,cardiology,medium_value,TERR_10,Phoenix,AZ,private_practice,2.8,False,Mixed,5.0,7.0,5.0,3.0,6.0,0.0,2.0,2.0,1.0,3.0,0.0,0.2857142857142857,0.4,0.3333333333333333,0.5,2026-01-01 15:00:00,2025-11-07 17:00:00,2025-12-11 14:00:00,2025-06-25 13:00:00,2025-12-22 17:00:00,1,56,22,191,11,0.17647058823529413,0.13574660633484165,0.3125,0.5769230769230769,0.6,0.7317073170731707,0.4117647058823529,0.3488372093023256,0.3125,0.9677419354838709,0.24675716440422324,0.4091346153846154,0.5763414634146341,0.33615399648231387,0.2872983870967742,36.46,161,Medium Engagement,webinar,True
131,Nicole,Suarez,oncology,low_value,TERR_37,Dallas,TX,private_practice,1.9,True,In-Person-Heavy,6.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,0.16666666666666666,0.0,0.0,0.25,1.0,2025-10-10 13:00:00,,,2025-10-20 17:00:00,2025-08-11 15:00:00,84,,,74,144,0.23529411764705882,0.28846153846153844,0.0,0.0,0.1,0.1724137931034483,0.0,0.0,0.375,0.2631578947368421,0.2532805429864253,0.0,0.5644827586206896,0.0,0.24846491228070172,22.62,392,Medium Engagement,Do Not Contact,False
132,Mike,Moore,primary_care,high_value,TERR_38,Sacramento,CA,private_practice,3.9,False,In-Person-Heavy,3.0,1.0,6.0,15.0,1.0,0.0,0.0,3.0,11.0,1.0,0.0,0.0,0.5,0.7333333333333333,1.0,2025-12-17 16:00:00,2025-07-09 10:00:00,2025-11-21 10:00:00,2025-11-10 10:00:00,2025-01-18 14:00:00,16,177,42,53,349,0.8823529411764706,0.3614457831325301,0.375,0.4166666666666667,0.1,0.079155672823219,0.058823529411764705,0.14492753623188406,0.1875,0.6521739130434783,0.7036617056461139,0.4458333333333333,0.5458311345646438,0.04663256606990623,0.18668478260869564,44.44,38,High Engagement,rep_visit,True
133,Martha,Warner,primary_care,low_value,TERR_11,Dallas,TX,clinic,1.7,True,Digital-Heavy,1.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,2025-04-07 16:00:00,,,2025-05-09 09:00:00,2025-10-29 11:00:00,270,,,238,65,0.11764705882352941,0.11194029850746269,0.0,0.0,0.5,0.31578947368421056,0.0,0.0,0.0625,0.1,0.5576821773485513,0.0,0.2131578947368421,0.0,0.03875000000000001,21.57,403,Medium Engagement,Do Not Contact,False
134,Cheryl,Archer,oncology,medium_value,TERR_40,El Paso,TX,hospital,4.2,False,Digital-Heavy,5.0,5.0,9.0,5.0,3.0,0.0,1.0,6.0,3.0,2.0,0.0,0.2,0.6666666666666666,0.6,0.6666666666666666,2026-01-02 14:00:00,2025-12-23 09:00:00,2025-10-20 17:00:00,2025-11-26 08:00:00,2025-11-20 13:00:00,0,10,74,37,43,0.29411764705882354,0.44776119402985076,0.5625,0.28846153846153844,0.3,0.410958904109589,0.29411764705882354,0.75,0.3125,1.0,0.4777875329236172,0.559775641025641,0.5055251141552511,0.3382352941176471,0.29375,45.12,28,High Engagement,phone_call,True
135,Destiny,Smith,endocrinology,high_value,TERR_30,Sacramento,CA,hospital,3.3,False,Mixed,4.0,4.0,4.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,2025-12-05 11:00:00,2025-12-25 11:00:00,2025-08-28 13:00:00,2025-12-19 17:00:00,2026-01-01 14:00:00,28,8,127,14,1,0.11764705882352941,0.6818181818181818,0.25,0.19108280254777069,0.6,0.9677419354838709,0.23529411764705882,0.7894736842105263,0.25,0.5172413793103449,0.17165775401069516,0.23821656050955414,0.3735483870967742,0.22848297213622293,0.17844827586206896,23.49,377,Medium Engagement,webinar,True
136,Lisa,Evans,dermatology,high_value,TERR_14,Portland,OR,private_practice,3.7,False,Digital-Heavy,6.0,5.0,10.0,4.0,1.0,1.0,0.0,6.0,2.0,1.0,0.16666666666666666,0.0,0.6,0.5,1.0,2025-09-04 12:00:00,2025-09-12 11:00:00,2025-12-03 16:00:00,2025-12-09 17:00:00,2025-02-20 11:00:00,120,112,30,24,316,0.23529411764705882,0.5555555555555556,0.625,0.5,0.1,0.08670520231213873,0.29411764705882354,0.2112676056338028,0.375,0.2,0.4316993464052287,0.5875,0.5473410404624278,0.13048881524440764,0.2358333333333333,41.14,74,High Engagement,phone_call,True
137,Elizabeth,Mcmillan,endocrinology,low_value,TERR_40,Columbus,OH,private_practice,2.0,False,In-Person-Heavy,1.0,3.0,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,2025-08-12 11:00:00,2025-09-26 15:00:00,2025-12-23 10:00:00,2025-10-14 12:00:00,2025-02-21 13:00:00,143,98,10,80,315,0.11764705882352941,0.27272727272727276,0.25,0.75,0.1,0.08695652173913043,0.17647058823529413,0.234375,0.0625,0.17341040462427745,0.08983957219251337,0.22500000000000003,0.04739130434782608,0.2664828431372549,0.05343208092485549,12.94,484,Low Engagement,email,True
138,Dennis,Wilson,cardiology,medium_value,TERR_15,Tucson,AZ,hospital,5.7,False,Digital-Heavy,6.0,8.0,5.0,2.0,4.0,1.0,2.0,2.0,0.0,1.0,0.16666666666666666,0.25,0.4,0.0,0.25,2025-12-31 09:00:00,2025-10-01 17:00:00,2025-10-15 12:00:00,2025-07-10 12:00:00,2025-11-11 17:00:00,2,93,79,176,52,0.11764705882352941,0.14563106796116507,0.3125,0.27522935779816515,0.4,0.36585365853658536,0.47058823529411764,0.24390243902439027,0.375,0.9375,0.06442033123929183,0.34879587155963304,0.3181707317073171,0.31495695839311333,0.3833333333333333,25.75,340,Medium Engagement,digital_ad,True
139,Daniel,Tran,primary_care,high_value,TERR_40,Colorado Springs,CO,private_practice,1.7,False,In-Person-Heavy,5.0,7.0,6.0,4.0,3.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.5,0.75,0.0,2025-10-15 15:00:00,2025-11-03 12:00:00,2025-11-28 16:00:00,2025-07-15 16:00:00,2025-10-27 17:00:00,79,60,35,171,67,0.23529411764705882,0.14925373134328357,0.375,0.46153846153846145,0.3,0.30927835051546393,0.4117647058823529,0.3333333333333333,0.3125,0.27522935779816515,0.4754389815627743,0.4548076923076923,0.15185567010309278,0.19019607843137254,0.14879587155963303,31.48,238,Medium Engagement,rep_visit,True
140,Joseph,Jacobs,cardiology,low_value,TERR_08,Omaha,NE,private_practice,2.9,True,Mixed,5.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,2025-11-20 12:00:00,,,2025-11-12 13:00:00,2025-10-15 13:00:00,43,,,51,79,0.058823529411764705,0.37037037037037035,0.0,0.0,0.4,0.27522935779816515,0.0,0.0,0.3125,0.410958904109589,0.09172113289760347,0.0,0.675045871559633,0.0,0.1759417808219178,18.89,434,Low Engagement,Do Not Contact,False
141,Jennifer,Harris,endocrinology,medium_value,TERR_36,Louisville,KY,clinic,4.2,False,In-Person-Heavy,5.0,6.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,2025-06-13 15:00:00,2025-12-05 12:00:00,2025-06-16 16:00:00,,2025-09-25 10:00:00,203,28,200,,99,0.0,0.0,0.0625,0.13043478260869565,0.1,0.23255813953488372,0.35294117647058826,0.5172413793103449,0.3125,0.12875536480686695,0.0,0.044836956521739135,0.07651162790697674,0.29266396213657875,0.11950107296137338,8.61,496,Low Engagement,email,True
142,Cynthia,Baker,primary_care,high_value,TERR_33,Houston,TX,private_practice,2.9,False,Digital-Heavy,1.0,5.0,7.0,14.0,6.0,0.0,2.0,2.0,9.0,0.0,0.0,0.4,0.2857142857142857,0.6428571428571429,0.0,2025-11-27 16:00:00,2025-08-29 10:00:00,2025-12-17 13:00:00,2025-12-12 08:00:00,2025-09-02 10:00:00,36,126,16,21,122,0.8235294117647058,0.5882352941176471,0.4375,0.6521739130434783,0.6,0.19736842105263158,0.29411764705882354,0.1923076923076923,0.0625,0.45454545454545453,0.6861344537815126,0.40454192546583856,0.21947368421052632,0.3266968325791856,0.10965909090909091,39.61,102,Medium Engagement,rep_visit,True
143,Tracy,Whitehead,oncology,low_value,TERR_31,Wichita,KS,cancer_center,2.0,False,In-Person-Heavy,4.0,4.0,4.0,0.0,4.0,1.0,2.0,2.0,0.0,1.0,0.25,0.5,0.5,0.0,0.25,2025-06-17 11:00:00,2025-07-22 17:00:00,2025-11-20 10:00:00,,2025-10-20 10:00:00,199,164,43,,74,0.0,0.0,0.25,0.410958904109589,0.4,0.28846153846153844,0.23529411764705882,0.15463917525773196,0.25,0.13100436681222707,0.0,0.4071917808219178,0.3026923076923077,0.351516070345664,0.22620087336244543,22.86,385,Medium Engagement,phone_call,True
144,Meghan,Davis,endocrinology,medium_value,TERR_15,Louisville,KY,private_practice,2.0,False,Mixed,2.0,10.0,3.0,3.0,3.0,0.0,1.0,0.0,3.0,1.0,0.0,0.1,0.0,1.0,0.3333333333333333,2025-05-23 12:00:00,2025-12-31 17:00:00,2025-11-24 13:00:00,2025-12-17 13:00:00,2025-10-27 12:00:00,224,2,39,16,67,0.17647058823529413,0.6521739130434783,0.1875,0.4347826086956522,0.3,0.30927835051546393,0.5882352941176471,0.9375,0.125,0.11811023622047244,0.683375959079284,0.14320652173913045,0.31852233676975944,0.41397058823529415,0.061122047244094486,36.86,148,Medium Engagement,rep_visit,True
145,Rodney,Hill,dermatology,medium_value,TERR_26,Miami,FL,private_practice,4.8,False,In-Person-Heavy,3.0,0.0,8.0,14.0,3.0,1.0,0.0,4.0,8.0,3.0,0.3333333333333333,0.0,0.5,0.5714285714285714,1.0,2025-12-12 09:00:00,,2025-12-17 11:00:00,2026-01-01 17:00:00,2025-11-07 08:00:00,21,,16,1,56,0.8235294117647058,0.9677419354838709,0.5,0.6521739130434783,0.3,0.3488372093023256,0.0,0.0,0.1875,0.5882352941176471,0.7263214963404716,0.5304347826086957,0.6597674418604651,0.0,0.3405637254901961,50.7,4,High Engagement,rep_visit,True
146,Adam,Wise,cardiology,high_value,TERR_10,Virginia Beach,VA,private_practice,8.5,False,Mixed,2.0,2.0,9.0,7.0,5.0,0.0,2.0,3.0,5.0,2.0,0.0,1.0,0.3333333333333333,0.7142857142857143,0.4,2025-11-19 09:00:00,2025-09-11 10:00:00,2025-12-17 10:00:00,2025-11-05 11:00:00,2025-12-12 11:00:00,44,113,16,58,21,0.4117647058823529,0.3409090909090909,0.5625,0.6521739130434783,0.5,0.5882352941176471,0.11764705882352941,0.2097902097902098,0.125,0.4054054054054054,0.5488540870893812,0.46585144927536226,0.4676470588235294,0.5772521596051008,0.11858108108108109,45.57,26,High Engagement,email,True
147,Dana,Green,oncology,medium_value,TERR_25,Tucson,AZ,private_practice,4.9,False,In-Person-Heavy,4.0,2.0,4.0,0.0,2.0,2.0,0.0,1.0,0.0,0.0,0.5,0.0,0.25,0.0,0.0,2025-11-18 08:00:00,2025-05-15 15:00:00,2025-12-30 08:00:00,,2025-11-28 12:00:00,45,232,3,,35,0.0,0.0,0.25,0.9090909090909091,0.2,0.46153846153846145,0.11764705882352941,0.11450381679389311,0.25,0.4,0.0,0.38181818181818183,0.1523076923076923,0.058194881005837445,0.405,17.63,449,Low Engagement,digital_ad,True
148,Joyce,Arnold,endocrinology,medium_value,TERR_48,Houston,TX,clinic,9.8,False,Mixed,0.0,4.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,0.5,0.0,1.0,0.0,,2025-12-10 17:00:00,2025-09-23 12:00:00,2025-12-30 16:00:00,2025-04-07 12:00:00,,23,101,3,270,0.17647058823529413,0.9090909090909091,0.125,0.22900763358778622,0.1,0.1,0.23529411764705882,0.5660377358490566,0.0,0.0,0.7347593582887701,0.08330152671755725,0.05,0.4337957824639289,0.0,31.22,243,Medium Engagement,rep_visit,True
149,Ronald,Smith,dermatology,medium_value,TERR_09,Louisville,KY,hospital,1.4,False,In-Person-Heavy,2.0,2.0,9.0,9.0,5.0,0.0,0.0,2.0,7.0,3.0,0.0,0.0,0.2222222222222222,0.7777777777777778,0.6,2025-07-01 13:00:00,2025-07-28 15:00:00,2025-11-06 12:00:00,2025-10-28 11:00:00,2025-12-30 15:00:00,185,158,57,66,3,0.5294117647058824,0.3125,0.5625,0.3448275862068966,0.5,0.9090909090909091,0.11764705882352941,0.1595744680851064,0.125,0.13953488372093023,0.6102124183006536,0.34882662835249045,0.6318181818181818,0.0672090112640801,0.06540697674418605,39.91,95,Medium Engagement,webinar,True
150,Charles,Ware,primary_care,medium_value,TERR_46,Mesa,AZ,hospital,1.1,False,Digital-Heavy,0.0,2.0,7.0,10.0,4.0,0.0,0.0,3.0,7.0,1.0,0.0,0.0,0.42857142857142855,0.7,0.25,,2025-11-13 08:00:00,2025-12-02 10:00:00,2025-12-23 11:00:00,2025-10-17 15:00:00,,50,31,10,77,0.5882352941176471,0.75,0.4375,0.49180327868852464,0.4,0.2803738317757009,0.11764705882352941,0.37499999999999994,0.0,0.0,0.6764705882352942,0.4438963700234192,0.3010747663551402,0.11029411764705882,0.0,36.85,149,Medium Engagement,rep_visit,True
151,Rebecca,Gardner,dermatology,medium_value,TERR_40,Charlotte,NC,private_practice,3.6,False,Digital-Heavy,10.0,7.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,2025-12-23 17:00:00,2025-10-08 13:00:00,2025-06-19 17:00:00,,2025-09-03 11:00:00,10,86,197,,121,0.0,0.0,0.125,0.13215859030837004,0.2,0.19867549668874174,0.4117647058823529,0.25862068965517243,0.625,0.75,0.0,0.31393171806167397,0.09973509933774835,0.17525354969574036,0.3375,15.96,463,Low Engagement,digital_ad,True
152,Mary,Aguilar,dermatology,high_value,TERR_10,Portland,OR,private_practice,2.0,False,Digital-Heavy,2.0,4.0,11.0,8.0,7.0,0.0,0.0,4.0,6.0,3.0,0.0,0.0,0.36363636363636365,0.75,0.42857142857142855,2025-12-22 16:00:00,2025-10-02 09:00:00,2025-11-26 14:00:00,2025-12-11 17:00:00,2025-10-27 14:00:00,11,92,37,22,67,0.47058823529411764,0.5769230769230769,0.6875,0.44776119402985076,0.7,0.30927835051546393,0.23529411764705882,0.24590163934426232,0.125,0.7317073170731707,0.6315610859728507,0.477620420624152,0.48614138438880705,0.1197685631629701,0.18384146341463414,42.78,56,High Engagement,rep_visit,True
153,Earl,Anderson,primary_care,high_value,TERR_27,Indianapolis,IN,private_practice,0.5,False,Mixed,2.0,0.0,13.0,10.0,1.0,0.0,0.0,1.0,8.0,0.0,0.0,0.0,0.07692307692307693,0.8,0.0,2025-10-20 12:00:00,,2025-12-16 17:00:00,2025-12-31 15:00:00,2025-05-27 10:00:00,74,,17,2,220,0.5882352941176471,0.9375,0.8125,0.6382978723404256,0.1,0.12000000000000002,0.0,0.0,0.125,0.28846153846153844,0.7639705882352942,0.4098711129296236,0.054000000000000006,0.0,0.09519230769230769,33.62,201,Medium Engagement,rep_visit,True
154,Kyle,Nolan,cardiology,high_value,TERR_24,Oklahoma City,OK,private_practice,0.5,False,Mixed,2.0,7.0,5.0,6.0,6.0,1.0,2.0,1.0,4.0,2.0,0.5,0.2857142857142857,0.2,0.6666666666666666,0.3333333333333333,2025-07-14 08:00:00,2025-12-08 12:00:00,2025-11-03 09:00:00,2025-11-26 13:00:00,2025-12-31 13:00:00,172,25,60,37,2,0.35294117647058826,0.44776119402985076,0.3125,0.3333333333333333,0.6,0.9375,0.4117647058823529,0.5454545454545454,0.125,0.1485148514851485,0.52876792508048,0.2604166666666667,0.5341666666666667,0.3754774637127578,0.3172029702970297,42.14,65,High Engagement,webinar,True
155,Laura,Valencia,endocrinology,low_value,TERR_22,Portland,OR,private_practice,2.1,False,In-Person-Heavy,1.0,4.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,2025-10-07 16:00:00,2025-12-15 08:00:00,2025-10-13 08:00:00,2025-02-18 14:00:00,2025-09-09 14:00:00,87,18,81,318,115,0.058823529411764705,0.08620689655172414,0.3125,0.27027027027027023,0.3,0.2068965517241379,0.23529411764705882,0.625,0.0625,0.25641025641025644,0.03488843813387424,0.14780405405405406,0.13137931034482758,0.4455882352941176,0.0700320512820513,14.36,475,Low Engagement,email,True
156,Rachel,Clark,endocrinology,low_value,TERR_17,Washington,DC,private_practice,0.5,False,Digital-Heavy,3.0,2.0,10.0,8.0,3.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.4,0.125,0.0,2025-05-12 09:00:00,2025-06-19 13:00:00,2025-12-18 15:00:00,2025-12-26 16:00:00,2025-12-12 11:00:00,235,197,15,7,21,0.47058823529411764,0.8108108108108107,0.625,0.6666666666666666,0.3,0.5882352941176471,0.11764705882352941,0.13215859030837004,0.1875,0.11320754716981134,0.36583863275039746,0.5208333333333334,0.2076470588235294,0.06172583570873283,0.07889150943396227,27.65,299,Medium Engagement,phone_call,True
157,John,Garcia,primary_care,low_value,TERR_13,Baltimore,MD,private_practice,6.7,False,Digital-Heavy,5.0,9.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,0.2,0.1111111111111111,0.25,0.6666666666666666,1.0,2025-09-24 17:00:00,2025-10-27 16:00:00,2025-12-18 17:00:00,2025-06-24 17:00:00,2025-05-27 17:00:00,100,67,15,192,220,0.17647058823529413,0.13513513513513511,0.25,0.6666666666666666,0.1,0.12000000000000002,0.5294117647058824,0.30927835051546393,0.3125,0.23076923076923073,0.41330153683094856,0.33333333333333337,0.554,0.27623475507041306,0.23990384615384616,37.89,128,Medium Engagement,webinar,True
158,Kimberly,Henson,cardiology,medium_value,TERR_32,Baltimore,MD,private_practice,1.2,False,Mixed,8.0,9.0,1.0,1.0,5.0,1.0,1.0,0.0,1.0,1.0,0.125,0.1111111111111111,0.0,1.0,0.2,2025-12-25 08:00:00,2025-12-10 12:00:00,2025-07-21 16:00:00,2025-05-20 15:00:00,2025-12-31 12:00:00,8,23,165,227,2,0.058823529411764705,0.11673151750972763,0.0625,0.15384615384615385,0.5,0.9375,0.5294117647058824,0.5660377358490566,0.5,0.7894736842105263,0.540993362325475,0.049519230769230774,0.4375,0.3275866321371316,0.3703947368421053,36.44,162,Medium Engagement,rep_visit,True
159,Richard,Oliver,dermatology,low_value,TERR_01,Columbus,OH,clinic,3.3,False,In-Person-Heavy,0.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.75,0.5,,2025-10-17 15:00:00,2025-11-25 12:00:00,2025-12-11 08:00:00,2025-12-15 08:00:00,,77,38,22,18,0.23529411764705882,0.5769230769230769,0.1875,0.4411764705882353,0.2,0.625,0.23529411764705882,0.2803738317757009,0.0,0.0,0.560972850678733,0.14448529411764705,0.435,0.12666300164925784,0.0,30.32,253,Medium Engagement,rep_visit,True
160,Eric,Spears,cardiology,high_value,TERR_28,Arlington,TX,private_practice,4.5,False,Digital-Heavy,9.0,14.0,3.0,1.0,3.0,4.0,2.0,2.0,0.0,1.0,0.4444444444444444,0.14285714285714285,0.6666666666666666,0.0,0.3333333333333333,2025-11-27 17:00:00,2025-10-10 12:00:00,2025-10-17 13:00:00,2025-04-09 10:00:00,2025-08-28 16:00:00,36,84,77,268,127,0.058823529411764705,0.10067114093959731,0.1875,0.2803738317757009,0.3,0.19108280254777069,0.8235294117647058,0.2631578947368421,0.5625,0.45454545454545453,0.03778128701144887,0.4456580996884735,0.2948832271762208,0.3711189739053516,0.4818813131313131,28.74,274,Medium Engagement,digital_ad,True
